Parole,Genre,Titre + artiste
"168 ContributorsTranslationsEspañolPortuguêsTürkçeDon’t Hurt Yourself Lyrics
Oh na na na
Oh na na na
Oh na na na
Don't hurt yourself
Don't hurt yourself
Who the fuck do you think I is?
You ain't married to no average bitch, boy
You can watch my fat ass twist, boy
As I bounce to the next dick, boy
And keep your money, I got my own
Keep a bigger smile on my face being alone
Bad motherfucker, God complex
Motivate your ass, call me Malcolm X
Yo operator, or innovator
Fuck you, hater, you can't recreate her, no, nuh-uh
You'll never recreate her, no, hell no
We just got to let it be
Let it be, let it be, let it be, baby
You just got to let it be
Let it be, let it be, let it be, babe
When you hurt me, you hurt yourself
Don't hurt yourself
When you diss me, you diss yourself
Don't hurt yourself
When you hurt me, you hurt yourself
Don't hurt yourself (Don't hurt yourself)
Don't hurt yourself
When you love me, you love yourself
Love God herself
I am the dragon breathing fire
Beautiful mane, I'm the lion
Beautiful man, I know you're lying
I am not broken, I'm not crying, I'm not crying
You ain't trying hard enough
You ain't loving hard enough
You don't love me deep enough
We not reaching peaks enough
Blindly in love, I fucks with you
'Til I realize I'm just too much for you
I'm just too much for you
You just got to let it be
Let it be, let it be, let it be, baby
Hey baby, who the fuck do you think I is?
I smell that fragrance on your Louis knit, boy
Just give my fat ass a big kiss, boy
Tonight I'm fucking up all your shit, boy
When you hurt me, you hurt yourself
Try not to hurt yourself
When you play me, you play yourself
Don't play yourself
When you lie to me, you lie to yourself
You only lying to yourself (Don't hurt yourself)
When you love me, you love yourself
Love God herself
We just got to let it be
Let it be, let it be, let it be, let it be, babe
Uh, this is your final warning (Don't hurt yourself)
You know I give you life (Don't hurt yourself)
If you try this shit again (Don't hurt yourself)
You gon' lose your wife",pop,Beyoncé_Don’t_Hurt_Yourself.txt
"178 ContributorsFinesse (Remix) LyricsAs the dust started to settle from his monstrous comeback, Bruno Mars returns for more heat with fellow chart topper, Cardi B. The Bronx rapper drops bars woven between Bruno’s crooning over a 90’s style… Read More
Drop top Porsche (Porsche), Rollie on my wrist (Wrist)
Diamonds up and down my chain (Aha)
Cardi B, straight stuntin', can't tell me nothin'
Bossed up and I changed the game (You see me?)
It's my big Bronx boogie, got all them girls shook (Shook)
My big fat ass got all them boys hooked (Hooked)
Went from dollar bills, now we poppin' rubber bands (Ha)
Bruno sang to me while I do my money dance like
Ayy, flexin' on the 'Gram like
Ayy, hit the Lil Jon
Okay (Okay), okay (Okay)
Oh, yeah, we drippin' in finesse and gettin' paid, ow
Ooh, don't we look good together?
There's a reason why they watch all night long (All night long, woo)
Yeah, I know we'll turn heads forever
So tonight, I'm gonna show you off
When I walk in with you (When I walk in with you)
I watch the whole room change (I watch the whole room change)
Baby, that's what you do (Baby, that's what you do)
No, my baby don't play (No)
Blame it on my confidence or blame it on your measurements
Shut the shit down on sight
That's right
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know it
Now, slow it down for me, baby (Slow it down, girl)
'Cause I love the way it feels when we grind (When we grind), yeah
Our connection's so magnetic on the floor
Nothing can stop us tonight
When I walk in with you (When I walk in with you)
I watch the whole room change (I watch the whole room change)
Baby, that's what you do (Baby, that's what you do)
No, my baby don't play (No)
Blame it on my confidence or blame it on your measurements
Shut the shit down on sight
That's right
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know it (Woo)
Fellas, grab your ladies if your lady fine
Tell her she the one, she the one for life (Woo)
Ladies, grab your fellas and let's do this right (Do this right)
If you're on one like me and mine (Ow)
Yeah, we got it goin' on, got it goin' on
Don't it feel so good to be us? Ayy
Yeah, we got it goin' on, got it goin' on, yeah
Girl, we got it goin' on
Yeah, we got it goin' on, got it goin' on (Hey, hey)
Don't it feel so good to be us? Ayy (It feels so good with you)
Yeah, we got it goin' on, got it goin' on, yeah (Woo)
We out here drippin' in finesse (We drippin' on 'em)
It don't make no sense
Out here drippin' in finesse
You know it, you know it
We out here drippin' in finesse with my baby
It don't make no sense (Oh-oh)
Out here drippin' in finesse (Yeah, yeah)
You know it, you know it (Girl, you know we got it goin' on)
Yeah, we got it goin' on, got it goin' on
Don't it feel so good to be us? Ayy
Yeah, we got it goin' on, got it goin' on
You know it, you know it (Ooh)
Yeah, we got it goin' on, got it goin' on (Girl, we got it)
Don't it feel so good to be us? Ayy (Baby)
Yeah, we got it goin' on, got it goin' on (Woo)
You know it, you know it",pop,Bruno Mars_Finesse_(Remix).txt
"281 ContributorsTranslationsPolskiTürkçeEspañolСрпскиPortuguês한국어日本語MagyarDeutschFrançaisEestiNederlandsSvenskaItaliano34+35 Lyrics“34+35” is the second track and second single from Ariana Grande’s sixth studio album positions.
The title is a mathematical expression that is equivalent to 69, which is the name of a sexual position… Read More
Hmm
You might think I'm crazy
The way I've been cravin'
If I put it quite plainly
Just gimme them babies
So what you doin' tonight?
Better say, ""Doin' you right"" (Yeah)
Watchin' movies, but we ain't seen a thing tonight (Yeah)
I don't wanna keep you up (You up)
But show me, can you keep it up? (It up)
'Cause then I'll have to keep you up
Shit, maybe I'ma keep you up, boy
I've been drinkin' coffee (I've been drinkin' coffee; coffee)
And I've been eatin' healthy (I've been eatin' healthy; healthy)
You know I keep it squeaky, yeah (You know I keep it squeaky; squeaky)
Savin' up my energy (Yeah, yeah, savin' up my energy)
Can you stay up all night?
Fuck me 'til the daylight
Thirty-four, thirty-five (Ah)
Can you stay up all night? (All night)
Fuck me 'til the daylight
Thirty-four, thirty-five (Ah)
You drink it just likе water (Water)
You say it tastes likе candy
So what you doin' tonight? (Tonight)
Better say, ""Doin' you right"" (Alright)
Watchin' movies, but we ain't seen a thing tonight (Yeah)
I don't wanna keep you up (You up)
But show me, can you keep it up? (It up)
'Cause then I'll have to keep you up
Shit, maybe I'ma keep you up, boy
I've been drinkin' coffee (Said I've been drinkin' coffee; coffee)
And I've been eatin' healthy (And I've been eatin' healthy; healthy)
You know I keep it squeaky, yeah (Except this wine though; squeaky)
Savin' up my energy (Yeah, yeah, yeah)
Can you stay up all night? (All night)
Fuck me 'til the daylight (Daylight)
Thirty-four, thirty-five (Ah; thirty-five)
Can you stay up all night? (Can you stay?)
Fuck me 'til the daylight (Can you stay?)
Thirty-four, thirty-five (Ah)
Oh yeah, yeah
Baby, you might need a seat belt when I ride it
I'ma leave it open like a door, come inside it
Even though I'm wifey, you can hit it like a side chick
Don't need no side dick, no
Got the neighbors yellin', ""Earthquake!"" (Earthquake)
4.5 when I make the bed shake (Bed shake)
Put it down heavy even though it's lightweight (It's lightweight, yeah, yeah, yeah, ayy)
We started at midnight
Go 'til the sunrise (Sunrise)
Done at the same time (Yeah)
But who's countin' the time when we got it for life? (Got it for life)
I know all your favorite spots (Favorite spots)
We can take it from the top (From the top)
You're such a dream come true, true
Make a bitch wanna hit snooze, ooh
Can you stay up all night?
Fuck me 'til the daylight (Yeah, yeah)
Thirty-four, thirty-five (Ah; thirty-four, thirty-five)
Can you stay up all night? (Do you know what that means?)
Fuck me 'til the daylight (Do you know what that means?)
Thirty-four, thirty-five (Ah)
Means I wanna ""69"" with you
No shit
Math class
Never was good",pop,Ariana Grande_34+35.txt
"68 ContributorsTranslationsΕλληνικάDeutschEspañolJust the Way You Are LyricsMegan Vick for Billboard explained the meaning of the song:
The song is about Bruno professing “his love for a beautiful girl who occupies his dreams”.
Mars professes his love…“When you smile, the whole… Read More
Oh
Oh
Oh
Oh
Oh, her eyes, her eyes make the stars look like they're not shinin'
Her hair, her hair falls perfectly without her tryin'
She's so beautiful, uh
And I tell her every day
Yeah, I know, I know, when I compliment her, she won't believe me
And it's so, it's so sad to think that she don't see what I see
But every time she asks me, ""Do I look okay?""
I say
When I see your face
There's not a thing that I would change
'Cause you're amazing
Just the way you are
And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing
Just the way you are
Yeah
Her lips, her lips, I could kiss them all day if she'd let me
Her laugh, her laugh, she hates, but I think it's so sexy
She's so beautiful, uh
And I tell her every day
Oh, you know, you know, you know I'd never ask you to change
If perfect's what you're searching for, then just stay the same
So don't even bother askin' if you look okay
You know I'll say
When I see your face
There's not a thing that I would change
'Cause you're amazing
Just the way you are
And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing
Just the way you are
The way you are
The way you are
Girl, you're amazing
Just the way you are
When I see your face
There's not a thing that I would change
'Cause you're amazing
Just the way you are
And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing
Just the way you are
Yeah",pop,Bruno Mars_Just_the_Way_You_Are.txt
"136 ContributorsTranslationsPolskiTürkçeLove the Way You Lie, Pt. II Lyrics
On the first page of our story
The future seemed so bright
Then this thing turned out so evil
I don't know why I'm still surprised
Even angels have their wicked schemes
And you take that to new extremes
But you'll always be my hero
Even though you've lost your mind
Just gonna stand there and watch me burn
Well, that's alright because I like the way it hurts
Just gonna stand there and hear me cry
Well, that's alright because I love the way you lie
I love the way you lie, oh
I love the way you lie
Now there's gravel in our voices
Glass is shattered from the fight
In this tug of war, you'll always win
Even when I'm right
'Cause you feed me fables from your head
With violent words and empty threats
And it's sick that all these battles
Are what keeps me satisfied
Just gonna stand there and watch me burn
Well, that's alright because I like the way it hurts
Just gonna stand there and hear me cry
Well, that's alright because I love the way you lie
I love the way you lie, oh
I love the way you lie, oh
So maybe I'm a masochist
I try to run, but I don't wanna ever leave
'Til the walls are going up
In smoke with all our memories
It's morning, you wake, a sunray hits your face
Smeared makeup as we lay in the wake of destruction (Shh)
Hush baby, speak softly, tell me you're awfully sorry
That you pushed me into the coffee table last night so I can push you off me
Try and touch me so I can scream at you not to touch me
Run out the room and I'll follow you like a lost puppy
Baby, without you, I'm nothing, I'm so lost, hug me
Then tell me how ugly I am, but that you'll always love me
Then after that, shove me, in the aftermath of the
Destructive path that we're on, two psychopaths, but we
Know that no matter how many knives we put in each other's backs
That we'll have each other's backs 'cause we're that lucky
Together, we move mountains, let's not make mountains out of molehills
You hit me twice, yeah, but who's counting?
I may have hit you three times, I'm starting to lose count
But together, we'll live forever, we found the youth fountain
Our love is crazy, we're nuts, but I refused counseling
This house is too huge, if you move out, I'll burn all two thousand
Square feet of it to the ground, ain't shit you can do about it
'Cause with you, I'm in my fucking mind, without you, I'm out it
Just gonna stand there and watch me burn
Well, that's alright because I like the way it hurts
Just gonna stand there and hear me cry
Well, that's alright because I love the way you lie
I love the way you lie
I love the way you lie
I love the way you lie
I love the way you lie",pop,"Rihanna_Love_the_Way_You_Lie,_Pt._II.txt"
"84 ContributorsRocket Lyrics
Let me sit this ass on you
Show you how I feel
Let me take this off
Will you watch me? (Watch me)
That's mass appeal
Don't take your eyes, don't take your eyes off it
Watch it, babe
If you like, you can touch it, baby
Do you, do you wanna touch it, baby?
Ooh, grab a hold, don't let go
Let me know that you ready (Ready, ready)
I just wanna show you now, slow it down, go around
You rock hard, I rock steady
And rock right up to the side of my mountain
Climb until you reach my peak, baby, peak, baby, peak
And reach right into the bottom of my fountain
I wanna play in your deep, baby, deep, baby, deep
Then dip me under where you can feel my river flow and flow
Hold me 'til I scream for air to breathe
And wash me over until my well runs dry
Send all your sins all over me, baby, me, baby, me
Rock it 'til water falls
Rock it 'til water falls
Rock it 'til water falls
Bathe in these waterfalls, uh
I do it like it's my profession
I gotta make a confession
I'm proud of all this bass
Baby, I'll put it in your face
By the way, if you need a personal trainer or a therapist
I can be a piece of sunshine, inner peace, entertainer
Anything else that you may read between the lines
You and I create rockets and waterfalls
So rock right up to the side of my mountain
Climb until you reach my peak, baby, peak, baby, peak
And reach right into the bottom of my fountain
I wanna play in your deep, baby, deep, baby, deep
Then dip me under where you can feel my river flow and flow
Hold me 'til I scream for air to breathe
And wash me over until my well runs dry
Send all your sins all over me, baby, me, baby, me
Hard, rock, steady, rock
Hard, rock, steady, rock
Hard, rock, steady, rock
Hard, rock, steady
Don't you know that I give you good lovin' if you need it?
I'll give you my word, you can believe it
Your love feels like all four seasons growing inside me
Life has a reason
Swimming in my love (Your love), your love lifting
Higher, harder
Got me screamin' to the Lord, boy
Kiss me, pray we don't overflow
Baby, I know you can feel it pulse
Deep in the peak of my waterfall
Rock it, baby, rock it, baby, rock it 'til the water falls
Damn
I can't help but love the way we make love
Daddy, daddy
Ooh, child, ooh, now
Yes, Lord, damn, baby
You drivin' me cray, cray
You ain't right for doin' it to me like that, daddy
Even though I've been a bad, bad, bad
Bad, bad, bad, bad, bad, bad, bad, bad, bad girl
Tell me what you're gon' do about that
Punish me, please
Punish me, please
Daddy, what you gon' do with all this ass
All up in your face? Yeah
Hell, yeah (Love me so deep)
Ooh, my shit's so good, it ain't even right
I know I'm right
Hell, yeah, you the shit
That's why you're my equivalent
So sexy
We're so much more than pointless fixtures
Instagram pictures, consumers
Wanna rock that ching-ching-ching
Wanna rock that, wanna rock that ching-ching
Baby boomers (Baby, baby, baby, baby)
Cyclical trends, tryna fit in
Home is where the heart is
Goddammit, I'm comfortable in my skin
And you're comfortable in my skin
You look so comfortable in my skin (Skin, skin, skin)
Rockets and waterfalls",pop,Beyoncé_Rocket.txt
"233 ContributorsTranslationsTürkçeРусскийItalianoDeutschFrançaisNederlandsEspañolHebrewPolskino tears left to cry Lyrics“no tears left to cry” is a self-lifting anthem by pop songstress Ariana Grande. This is the lead single to her fourth studio album, Sweetener. It also marks Ariana’s return to music after a hiatus from… Read More
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So, I'm pickin' it up, pickin' it up
I'm lovin', I'm livin' (Oh, ayy), I'm pickin' it up
I'm pickin' it up, pickin' it up (Yeah)
I'm lovin', I'm livin', I'm pickin' it up (Oh, yeah)
I'm pickin' it up (Yeah), pickin' it up (Yeah, ayy)
Lovin', I'm livin', so we turnin' up (We turnin' it up)
Yeah, we turnin' it up
Ain't got no tears in my body
I ran out, but, boy, I like it
I like it, I like it
Don't matter how, what, where, who tries it
We out here vibin'
We vibin', we vibin'
Comin' out
Even when it's rainin' down
Can't stop now
Can't stop so shut your mouth
Shut your mouth
And if you don't know, then now you know it, babe
Know it, babe, yeah
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me (Ooh)
We on another mentality
Ain't got no tears left to cry (To cry)
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up (Oh)
Pickin' it up (Yeah), pickin' it up (Yeah, ayy)
Lovin', I'm livin', so we turnin' up (We turnin' it up)
Yeah (Yeah), we turnin' it up
They point out the colors in you, I see 'em too
And, boy, I like 'em
I like 'em, I like 'em
We way too fly to partake in all this hate
We out here vibin'
We vibin', we vibin'
Comin' out
Even when it's rainin' down
Can't stop now
Can't stop, so shut your mouth
Shut your mouth
And if you don't know, then now you know it, babe
Know it, babe, yeah
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me (Ooh)
We on another mentality (Oh)
Ain't got no tears left to cry (To cry)
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Comin' out
Even when it's rainin' down
Can't stop now (Mm-oh)
Shut your mouth
Ain't got no tears left to cry
Oh, yeah, oh, yeah
Oh, I just want you to come with me (Me)
We on another mentality
Ain't got no tears left to cry (Cry)
So, I'm pickin' it up (Yeah), pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up (Pickin' it up)
Pickin' it up (Mm), pickin' it up (Mm)
Lovin', I'm livin', so we turnin' up (Mm-hm)
Yeah, we turnin' it up",pop,Ariana Grande_no_tears_left_to_cry.txt
"205 ContributorsTranslationsFrançaisDeutschTürkçeThat’s What I Like Lyrics“That’s What I Like” is the fourth song on 24K Magic by Bruno Mars. As the album’s second radio single, it took off after Bruno’s performance of it at the 2017 Grammy Awards.
In the song, Bruno tells a girl… Read More
Ayy, ayy, ayy
I got a condo in Manhattan
Baby girl, what's happenin'?
You and your ass invited
So go on and get to clappin'
So pop it for a player
Pop, pop it for me
Turn around and drop it for a player
Drop, drop it for me
I'll rent a beach house in Miami (-ami)
Wake up with no jammies (Nope)
Lobster tail for dinner
Julio, serve that scampi (Julio!)
You got it if you want it
Got, got it if you want it
Said, you got it if you want it
Take my wallet if you want it now
Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it, baby, you deserve it all
And I'm gonna give it to you
Gold jewelry shinin' so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
I'm talkin' trips to Puerto Rico (Bih)
Say the word and we go (Say it)
You can be my freaka (Brrrt!)
Girl, I'll be your fleeko, Mamacita
I will never make a promise that I can't keep
I promise that your smile ain't gon' ever leave
Shoppin' sprees in Paris
Everything 24 karats
Take a look in that mirror
Now, tell me, who's the fairest?
Is it you? (Is it you?) Is it me? (Is it me?)
Say it's us (Say it's us) and I'll agree, baby
Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it, baby, you deserve it all
And I'm gonna give it to you
Gold jewelry shinin' so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
You say you want a good time
Well, here I am, baby, here I am, baby
Talk to me, talk to me, talk to me, baby
Tell me, what's on your mind? (What's on your mind?)
If you want it, girl, come and get it
All this is here for you
Tell me, baby, tell me, tell me, baby
What you tryna do?
Gold jewelry shinin' so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like (That's what I like, babe)
Lucky for you, that's what I like, that's what I like (Oh, oh)
Sex by the fire at night
Silk sheets and diamonds all white (All white)
Lucky for you, that's what I like, that's what I like (That's what I like, babe)
Lucky for you, that's what I like, that's what I like (Ooh, ooh, ooh)",pop,Bruno Mars_That’s_What_I_Like.txt
"100 ContributorsTranslationsEspañolPortuguêsMan Down Lyrics
Sak pasé!
I didn't mean to end his life, I know it wasn't right
I can't even sleep at night, can't get it off my mind
I need to get out of sight 'fore I end up behind bars
What started out as a simple altercation
Turned into a real sticky situation
Me just thinking on the time that I'm facing
Makes me wanna cry
'Cause I didn't mean to hurt him
Coulda been somebody's son
And I took his heart when
I pulled out that gun
Rum-pu-pu-pum, rum-pu-pu-pum, rum-pu-pu-pum
Man down
Rum-pu-pu-pum, rum-pu-pu-pum, rum-pu-pu-pum
Man down
Oh, mama, mama, mama
I just shot a man down
In Central Station
In front of a big ol' crowd
Oh, why?
Oh, why?
Oh, mama, mama, mama
I just shot a man down
In Central Station
It's a twenty-two, I call her Peggy Sue
When she fits right down in my shoes
What you expect me to do if you're playing me for a fool?
I will lose my cool and reach for my firearm
I didn't mean to lay him down
But it's too late to turn back now
Don't know what I was thinking
Now he's no longer living
So I'm 'bout to leave town, ayy-uh
'Cause I didn't mean to hurt him
Coulda been somebody's son
And I took his heart when
I pulled out that gun
Rum-pu-pu-pum, rum-pu-pu-pum, rum-pu-pu-pum
Man down
Rum-pu-pu-pum, rum-pu-pu-pum, rum-pu-pu-pum
Man down
Oh, mama, mama, mama
I just shot a man down
In Central Station
In front of a big ol' crowd
Oh, why?
Oh, why?
Oh, mama, mama, mama
I just shot a man down (Would you hear me now?)
In Central Station
Look, I'd never thought I'd do it
Never thought I'd do it
Never thought I'd do it, oh gosh
Whatever happened to me?
Ever happened to me?
Ever happened to me?
Why did I pull the trigger, pull the trigger
Pull the trigger, boom
And end a nigga, end a nigga life so soon?
When mi pull the trigger, pull the trigger
Pull it pon' you
Somebody tell me what I'm gonna, what I'm gonna do? Eh
Rum-pum-pum-pum, rum-pum-pum-pum, rum-pum-pum-pum
Mi say wah man down
A weh mi say
Rum-pu-pu-pum, rum-pu-pu-pum, rum-pu-pu-pum
When mi went downtown
'Cause now I am criminal, criminal, criminal
Oh Lord, oh mercy, now I am a criminal
Man down
Tell the judge please gimme minimal
Run outta town, none a dem can see mi now, see mi now
Oh, mama, mama, mama
I just shot a man down
In Central Station
In front of a big ol' crowd
Oh, why?
Oh, why?
Oh, mama, mama, mama
I just shot a man down
In Central Station",pop,Rihanna_Man_Down.txt
"171 ContributorsTranslationsPortuguêsEspañolTürkçeDeutsch24K Magic Lyrics“24K Magic” is a braggadocious party anthem described by Bruno Mars as an “invitation to the party” of his third album of the same name. It combines modern-referencing lyrics (like “#blessed”) with 80s-style… Read More
Tonight
I just wanna take you higher
Throw your hands up in the sky
Let's set this party off right
Players
Put your pinky rings up to the moon
Girls, what y'all tryna do?
24-karat magic in the air
Head to toe so player
Look out, uh
Pop-pop, it's show time (Show time), show time (Show time)
Guess who's back again? (Brrah)
Oh, they don't know? (Go on, tell 'em) Oh, they don't know? (Go on, tell 'em)
I bet they know as soon as we walk in (Showin' up)
Wearin' Cuban links (Yeah), designer minks (Yeah)
Inglewood's finest shoes (Woop, woop)
Don't look too hard, might hurt yourself
Known to give the color red the blues
Woo, shit
I'm a dangerous man with some money in my pocket (Keep up)
So many pretty girls around me and they wakin' up the rocket (Keep up)
Why you mad? Fix your face, ain't my fault they all be jockin' (Keep up)
Players only, come on
Put your pinky rings up to the moon
Girls, what y'all tryna do?
24-karat magic in the air
Head to toe so player
Look out, uh
Second verse for the hustlers (Hustlers), gangsters (Gangsters)
Bad bitches and your ugly ass friends (Haha)
Can I preach? (Uh-oh) Can I preach? (Uh-oh)
I gotta show 'em how a pimp get it in
First, take your sip (Sip), do your dip (Dip)
Spend your money like money ain't shit
Ooh-ooh (We too fresh)
Got to blame it on Jesus (Hashtag blessed)
They ain't ready for me, uh
I'm a dangerous man with some money in my pocket (Keep up)
So many pretty girls around me and they wakin' up the rocket (Keep up)
Why you mad? Fix your face, ain't my fault they all be jockin' (Keep up)
Players only, come on
Put your pinky rings up to the moon (Woo, hey, girls)
What y'all tryna do? (What you tryna do?)
24-karat magic in the air (Air, air)
Head to toe so player (Ooh)
Look out, uh
(Woo) Everywhere I go, they be like (Ooh, so player)
(Woo) Everywhere I go, they be like (Ooh, so player; ah)
(Woo) Everywhere I go, they be like (Ooh, so player, ooh)
Now, now, now
Now watch me break it down like, ugh
24-karat (Woo), 24-karat magic (What's that sound?)
24-karat, 24-karat magic (Come on now)
24-karat, 24-karat magic
Don't fight the feelin', invite the feelin', just
Put your pinky rings up to the moon (Ooh)
Girls, what y'all tryna do? (Tell me what you're tryna do)
24-karat magic in the air (Yeah, get up)
Head to toe so player (Hands up)
Put your pinky rings up to the moon (24-karat, 24-karat magic)
Girls, what y'all tryna do? (24-karat, 24-karat magic; do)
24-karat magic in the air (24-karat, 24-karat magic)
Head to toe so player (24-karat)
Look out, uh (24-karat magic)",pop,Bruno Mars_24K_Magic.txt
"153 ContributorsTranslationsEspañolPortuguêsDeutschČeskyСрпскиItalianoBad Romance Lyrics
Oh, caught in a bad romance
Oh, caught in a bad romance
Ra, ra, ah-ah-ah
Roma, roma-ma
Gaga, ooh, la, la
Want your bad romance
Ra, ra, ah-ah-ah
Roma, roma-ma
Gaga, ooh, la, la
Want your bad romance
I want your ugly, I want your disease
I want your everything as long as it's free
I want your love
Love, love, love, I want your love, ayy
I want your drama, the touch of your hand (Hey)
I want your leather-studded kiss in the sand
I want your love
Love, love, love, I want your love
(Love, love, love, I want your love)
You know that I want you
And you know that I need you
I want it bad, your bad romance
I want your love and I want your revenge
You and me could write a bad romance (Oh)
I want your love and all your lover's revenge
You and me could write a bad romance
Oh, caught in a bad romance
Oh, caught in a bad romance
Ra, ra, ah-ah-ah
Roma, roma-ma
Gaga, ooh, la, la
Want your bad romance
I want your horror, I want your design
'Cause you're a criminal as long as you're mine
I want your love
Love, love, love, I want your love
I want your psycho, your vertigo schtick (Hey)
Want you in my rear window, baby, you're sick
I want your love
Love, love, love, I want your love
(Love, love, love, I want your love)
You know that I want you
And you know that I need you ('Cause I'm a free bitch, baby)
I want it bad, your bad romance
I want your love and I want your revenge
You and me could write a bad romance (Oh)
I want your love and all your lover's revenge
You and me could write a bad romance
Oh, caught in a bad romance
Oh, caught in a bad romance
Ra, ra, ah-ah-ah
Roma, roma-ma
Gaga, ooh, la, la
Want your bad romance
Ra, ra, ah-ah-ah
Roma, roma-ma
Gaga, ooh, la, la
Want your bad romance
Walk, walk, fashion, baby
Work it, move that bitch crazy
Walk, walk, fashion, baby
Work it, move that bitch crazy
Walk, walk, fashion, baby
Work it, move that bitch crazy
Walk, walk, passion, baby
Work it, I'm a free bitch, baby
I want your love and I want your revenge
I want your love, I don't wanna be friends
Je veux ton amour et je veux ta revanche
Je veux ton amour, I don't wanna be friends (Oh)
(I want your bad romance, I want your bad romance)
No, I don't wanna be friends (Caught in a bad romance)
(I want your bad romance, I want your bad romance)
I don't wanna be friends (Oh)
(I want your bad romance, I want your bad romance)
Want your bad romance (I want your bad romance)
Caught in a bad romance
Want your bad romance
I want your love and I want your revenge
You and me could write a bad romance (Oh)
I want your love and all your lover's revenge
You and me could write a bad romance
Oh (Want your bad romance)
Caught in a bad romance (Want your bad romance)
Oh (Want your bad romance)
Caught in a bad romance
Ra, ra, ah-ah-ah
Roma, roma-ma
Gaga, ooh, la, la
Want your bad romance",pop,Lady Gaga_Bad_Romance.txt
"95 ContributorsTranslationsEspañolDeutschTürkçeFrançaisLocked Out of Heaven Lyrics“Locked Out of Heaven” is a new wave, funk and reggae rock song about the rapturous feelings brought about by a relationship infused with positive emotion as well as good sex. Several music critics noted that… Read More
(One, two, one, two, three)
Aw, yeah, yeah
Aw, yeah, yeah, yeah, yeah (Uh)
Aw, yeah, yeah
Aw, yeah, yeah, yeah, yeah (Uh)
Never had much faith in love or miracles (Uh)
Never wanna put my heart on the line (Uh)
But swimmin' in your water's somethin' spiritual (Uh)
I'm born again every time you spend the night, —ight (Uh)
'Cause your sex takes me to paradise
Yeah, your sex takes me to paradise
And it shows
Yeah, yeah, yeah
'Cause you make me feel like
I've been locked outta heaven
For too long
For too long
Yeah, you make me feel like
I've been locked outta heaven
For too long
For too long
Aw, yeah, yeah, yeah, yeah (Uh)
Aw, yeah, yeah
Aw, yeah, yeah, yeah, yeah (Uh)
You bring me to my knees, you make me testify (Uh)
You can make a sinner change his ways (Uh)
Open up your gates 'cause I can't wait to see the light (Uh)
And right there is where I wanna stay, —ay (Uh)
'Cause your sex takes me to paradise
Yeah, your sex takes me to paradise
And it shows
Yeah, yeah, yeah
'Cause you make me feel like
I've been locked outta heaven
For too long
For too long
Yeah, you make me feel like
I've been locked outta heaven
For too long
For too long
Oh, woah, woah, woah
Yeah, yeah, yeah
Can I just stay here?
Spend the rest of my days here?
Oh, woah, woah, woah
Yeah, yeah, yeah
Can I just stay here?
Spend the rest of my days here?
'Cause you make me feel like
I've been locked outta heaven
For too long
For too long
Yeah, you make me feel like
I've been locked outta heaven
For too long
For too long
Aw, yeah, yeah, yeah, yeah (Uh)
Aw, yeah, yeah
Aw, yeah, yeah, yeah, yeah (Uh)",pop,Bruno Mars_Locked_Out_of_Heaven.txt
